Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q04609	FOLH1_HUMAN	reviewed	Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase)	FOLH1 FOLH NAALAD1 PSM PSMA GIG27	Homo sapiens (Human)	750
Q9HBA9	FOH1B_HUMAN	reviewed	Putative N-acetylated-alpha-linked acidic dipeptidase (NAALADase) (EC 3.4.-.-) (Cell growth-inhibiting gene 26 protein) (Prostate-specific membrane antigen-like protein) (Putative folate hydrolase 1B)	FOLH1B PSMAL GIG26	Homo sapiens (Human)	442
Q14520	HABP2_HUMAN	reviewed	Hyaluronan-binding protein 2 (EC 3.4.21.-) (Factor VII-activating protease) (Factor seven-activating protease) (FSAP) (Hepatocyte growth factor activator-like protein) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form]	HABP2 HGFAL PHBP	Homo sapiens (Human)	560
P00742	FA10_HUMAN	reviewed	Coagulation factor X (EC 3.4.21.6) (Stuart factor) (Stuart-Prower factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Homo sapiens (Human)	488
P08709	FA7_HUMAN	reviewed	Coagulation factor VII (EC 3.4.21.21) (Proconvertin) (Serum prothrombin conversion accelerator) (SPCA) (Eptacog alfa) [Cleaved into: Factor VII light chain; Factor VII heavy chain]	F7	Homo sapiens (Human)	466
P03951	FA11_HUMAN	reviewed	Coagulation factor XI (FXI) (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain]	F11	Homo sapiens (Human)	625
P00748	FA12_HUMAN	reviewed	Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)]	F12	Homo sapiens (Human)	615
Q86TI2	DPP9_HUMAN	reviewed	Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9)	DPP9 DPRP2	Homo sapiens (Human)	863
Q9NZ08	ERAP1_HUMAN	reviewed	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)	ERAP1 APPILS ARTS1 KIAA0525 UNQ584/PRO1154	Homo sapiens (Human)	941
Q9UHL4	DPP2_HUMAN	reviewed	Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase)	DPP7 DPP2 QPP	Homo sapiens (Human)	492
Q9NY33	DPP3_HUMAN	reviewed	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	DPP3	Homo sapiens (Human)	737
P16444	DPEP1_HUMAN	reviewed	Dipeptidase 1 (EC 3.4.13.19) (Dehydropeptidase-I) (Microsomal dipeptidase) (Renal dipeptidase) (hRDP)	DPEP1 MDP RDP	Homo sapiens (Human)	411
Q9ULA0	DNPEP_HUMAN	reviewed	Aspartyl aminopeptidase (EC 3.4.11.21)	DNPEP ASPEP DAP	Homo sapiens (Human)	475
Q9H4B8	DPEP3_HUMAN	reviewed	Dipeptidase 3 (EC 3.4.13.19)	DPEP3 UNQ834/PRO1772	Homo sapiens (Human)	488
Q9H4A9	DPEP2_HUMAN	reviewed	Dipeptidase 2 (EC 3.4.13.19)	DPEP2 UNQ284/PRO323	Homo sapiens (Human)	486
P98073	ENTK_HUMAN	reviewed	Enteropeptidase (EC 3.4.21.9) (Enterokinase) (Serine protease 7) (Transmembrane protease serine 15) [Cleaved into: Enteropeptidase non-catalytic heavy chain; Enteropeptidase catalytic light chain]	TMPRSS15 ENTK PRSS7	Homo sapiens (Human)	1019
Q9Y6H3	ATP23_HUMAN	reviewed	Mitochondrial inner membrane protease ATP23 homolog (EC 3.4.24.-) (Ku70-binding protein 3) (XRCC6-binding protein 1)	ATP23 KUB3 XRCC6BP1	Homo sapiens (Human)	246
Q9H2R5	KLK15_HUMAN	reviewed	Kallikrein-15 (EC 3.4.21.-) (ACO protease)	KLK15	Homo sapiens (Human)	256
Q4G0A6	MINY4_HUMAN	reviewed	Probable ubiquitin carboxyl-terminal hydrolase MINDY-4 (EC 3.4.19.12) (Probable deubiquitinating enzyme MINDY-4)	MINDY4 C7orf67 FAM188B	Homo sapiens (Human)	757
A0A1B0GTW7	LMLN2_HUMAN	reviewed	Leishmanolysin-like peptidase 2 (EC 3.4.24.-)	LMLN2	Homo sapiens (Human)	788
Q8N5J2	MINY1_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A)	MINDY1 FAM63A KIAA1390	Homo sapiens (Human)	469
Q96KR4	LMLN_HUMAN	reviewed	Leishmanolysin-like peptidase (EC 3.4.24.-) (Invadolysin)	LMLN	Homo sapiens (Human)	655
P36776	LONM_HUMAN	reviewed	Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)	LONP1 PRSS15	Homo sapiens (Human)	959
P20151	KLK2_HUMAN	reviewed	Kallikrein-2 (EC 3.4.21.35) (Glandular kallikrein-1) (hGK-1) (Tissue kallikrein-2)	KLK2	Homo sapiens (Human)	261
P07288	KLK3_HUMAN	reviewed	Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase)	KLK3 APS	Homo sapiens (Human)	261
Q9UKQ9	KLK9_HUMAN	reviewed	Kallikrein-9 (EC 3.4.21.-) (Kallikrein-like protein 3) (KLK-L3)	KLK9	Homo sapiens (Human)	250
Q99538	LGMN_HUMAN	reviewed	Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)	LGMN PRSC1	Homo sapiens (Human)	433
P49862	KLK7_HUMAN	reviewed	Kallikrein-7 (hK7) (EC 3.4.21.117) (Serine protease 6) (Stratum corneum chymotryptic enzyme) (hSCCE)	KLK7 PRSS6 SCCE	Homo sapiens (Human)	253
Q8NBH2	KY_HUMAN	reviewed	Kyphoscoliosis peptidase (EC 3.4.-.-)	KY	Homo sapiens (Human)	561
P39900	MMP12_HUMAN	reviewed	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12)	MMP12 HME	Homo sapiens (Human)	470
P08254	MMP3_HUMAN	reviewed	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1)	MMP3 STMY1	Homo sapiens (Human)	477
O75900	MMP23_HUMAN	reviewed	Matrix metalloproteinase-23 (MMP-23) (EC 3.4.24.-) (Femalysin) (MIFR-1) (Matrix metalloproteinase-21) (MMP-21) (Matrix metalloproteinase-22) (MMP-22) [Cleaved into: Matrix metalloproteinase-23, soluble form]	MMP23A MMP21; MMP23B MMP21 MMP22	Homo sapiens (Human)	390
Q9NRE1	MMP26_HUMAN	reviewed	Matrix metalloproteinase-26 (MMP-26) (EC 3.4.24.-) (Endometase) (Matrilysin-2)	MMP26	Homo sapiens (Human)	261
O00187	MASP2_HUMAN	reviewed	Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain]	MASP2	Homo sapiens (Human)	686
P53582	MAP11_HUMAN	reviewed	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	METAP1 KIAA0094	Homo sapiens (Human)	386
Q16820	MEP1B_HUMAN	reviewed	Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)	MEP1B	Homo sapiens (Human)	701
O43462	MBTP2_HUMAN	reviewed	Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P) (Sterol regulatory element-binding proteins intramembrane protease) (SREBPs intramembrane protease)	MBTPS2 S2P	Homo sapiens (Human)	519
Q14703	MBTP1_HUMAN	reviewed	Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1)	MBTPS1 KIAA0091 S1P SKI1	Homo sapiens (Human)	1052
P09238	MMP10_HUMAN	reviewed	Stromelysin-2 (SL-2) (EC 3.4.24.22) (Matrix metalloproteinase-10) (MMP-10) (Transin-2)	MMP10 STMY2	Homo sapiens (Human)	476
P24347	MMP11_HUMAN	reviewed	Stromelysin-3 (SL-3) (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11)	MMP11 STMY3	Homo sapiens (Human)	488
P45452	MMP13_HUMAN	reviewed	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	MMP13	Homo sapiens (Human)	471
P09237	MMP7_HUMAN	reviewed	Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase)	MMP7 MPSL1 PUMP1	Homo sapiens (Human)	267
P08253	MMP2_HUMAN	reviewed	72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2) (TBE-1) [Cleaved into: PEX]	MMP2 CLG4A	Homo sapiens (Human)	660
P50281	MMP14_HUMAN	reviewed	Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP)	MMP14	Homo sapiens (Human)	582
P50579	MAP2_HUMAN	reviewed	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)	METAP2 MNPEP P67EIF2	Homo sapiens (Human)	478
Q86WA8	LONP2_HUMAN	reviewed	Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease) (pLon)	LONP2 LONP	Homo sapiens (Human)	852
Q9UDY8	MALT1_HUMAN	reviewed	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)	MALT1 MLT	Homo sapiens (Human)	824
Q6UB28	MAP12_HUMAN	reviewed	Methionine aminopeptidase 1D, mitochondrial (MAP 1D) (MetAP 1D) (EC 3.4.11.18) (Methionyl aminopeptidase type 1D, mitochondrial) (Peptidase M 1D)	METAP1D MAP1D	Homo sapiens (Human)	335
Q8NBR6	MINY2_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase MINDY-2 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-2) (Protein FAM63B)	MINDY2 FAM63B KIAA1164	Homo sapiens (Human)	621
Q9H8M7	MINY3_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase MINDY-3 (EC 3.4.19.12) (Dermal papilla-derived protein 5) (Deubiquitinating enzyme MINDY-3) (Protein CARP)	MINDY3 C10orf97 CARP DERP5 FAM188A MSTP126 My042	Homo sapiens (Human)	445
Q99797	MIPEP_HUMAN	reviewed	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	MIPEP MIP	Homo sapiens (Human)	713
Q9ULZ9	MMP17_HUMAN	reviewed	Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP)	MMP17 MT4MMP	Homo sapiens (Human)	603
O96009	NAPSA_HUMAN	reviewed	Napsin-A (EC 3.4.23.-) (Aspartyl protease 4) (ASP4) (Asp 4) (Napsin-1) (TA01/TA02)	NAPSA NAP1 NAPA	Homo sapiens (Human)	420
Q9UQQ1	NALDL_HUMAN	reviewed	N-acetylated-alpha-linked acidic dipeptidase-like protein (NAALADase L) (EC 3.4.17.21) (100 kDa ileum brush border membrane protein) (I100) (Ileal dipeptidylpeptidase)	NAALADL1 NAALADASEL NAALADL	Homo sapiens (Human)	740
Q8NDH3	PEPL1_HUMAN	reviewed	Probable aminopeptidase NPEPL1 (EC 3.4.11.-) (Aminopeptidase-like 1)	NPEPL1 KIAA1974	Homo sapiens (Human)	523
Q9Y3Q0	NALD2_HUMAN	reviewed	N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II)	NAALAD2	Homo sapiens (Human)	740
Q16819	MEP1A_HUMAN	reviewed	Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit alpha) (PABA peptide hydrolase) (PPH alpha)	MEP1A	Homo sapiens (Human)	746
P14780	MMP9_HUMAN	reviewed	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9]	MMP9 CLG4B	Homo sapiens (Human)	707
Q495T6	MMEL1_HUMAN	reviewed	Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (Membrane metallo-endopeptidase-like 2) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))]	MMEL1 MELL1 MMEL2 NEP2	Homo sapiens (Human)	779
P22894	MMP8_HUMAN	reviewed	Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL)	MMP8 CLG1	Homo sapiens (Human)	467
P48740	MASP1_HUMAN	reviewed	Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain]	MASP1 CRARF CRARF1 PRSS5	Homo sapiens (Human)	699
Q99542	MMP19_HUMAN	reviewed	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)	MMP19 MMP18 RASI	Homo sapiens (Human)	508
O60882	MMP20_HUMAN	reviewed	Matrix metalloproteinase-20 (MMP-20) (EC 3.4.24.-) (Enamel metalloproteinase) (Enamelysin)	MMP20	Homo sapiens (Human)	483
Q9H239	MMP28_HUMAN	reviewed	Matrix metalloproteinase-28 (MMP-28) (EC 3.4.24.-) (Epilysin)	MMP28 MMP25 UNQ1893/PRO4339	Homo sapiens (Human)	520
Q9Y5R2	MMP24_HUMAN	reviewed	Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]	MMP24 MT5MMP	Homo sapiens (Human)	645
P51511	MMP15_HUMAN	reviewed	Matrix metalloproteinase-15 (MMP-15) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 2) (MT-MMP 2) (MTMMP2) (Membrane-type-2 matrix metalloproteinase) (MT2-MMP) (MT2MMP) (SMCP-2)	MMP15	Homo sapiens (Human)	669
P51512	MMP16_HUMAN	reviewed	Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP)	MMP16 C8orf57 MMPX2	Homo sapiens (Human)	607
Q9H306	MMP27_HUMAN	reviewed	Matrix metalloproteinase-27 (MMP-27) (EC 3.4.24.-)	MMP27 UNQ2503/PRO5992	Homo sapiens (Human)	513
P03956	MMP1_HUMAN	reviewed	Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase]	MMP1 CLG	Homo sapiens (Human)	469
Q8N119	MMP21_HUMAN	reviewed	Matrix metalloproteinase-21 (MMP-21) (EC 3.4.24.-)	MMP21	Homo sapiens (Human)	569
Q9NPA2	MMP25_HUMAN	reviewed	Matrix metalloproteinase-25 (MMP-25) (EC 3.4.24.-) (Leukolysin) (Membrane-type matrix metalloproteinase 6) (MT-MMP 6) (MTMMP6) (Membrane-type-6 matrix metalloproteinase) (MT6-MMP) (MT6MMP)	MMP25 MMP20 MMPL1 MT6MMP	Homo sapiens (Human)	562
Q9Y2G1	MYRF_HUMAN	reviewed	Myelin regulatory factor (EC 3.4.-.-) (Myelin gene regulatory factor) [Cleaved into: Myelin regulatory factor, N-terminal; Myelin regulatory factor, C-terminal]	MYRF C11orf9 KIAA0954 MRF	Homo sapiens (Human)	1151
Q5VVJ2	MYSM1_HUMAN	reviewed	Histone H2A deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)	MYSM1 KIAA1915	Homo sapiens (Human)	828
Q10713	MPPA_HUMAN	reviewed	Mitochondrial-processing peptidase subunit alpha (EC 3.4.24.64) (Alpha-MPP) (P-55)	PMPCA INPP5E KIAA0123 MPPA	Homo sapiens (Human)	525
O75439	MPPB_HUMAN	reviewed	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52)	PMPCB MPPB	Homo sapiens (Human)	489
Q8N594	MPND_HUMAN	reviewed	MPN domain-containing protein (EC 3.4.-.-)	MPND	Homo sapiens (Human)	471
P29120	NEC1_HUMAN	reviewed	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)	PCSK1 NEC1	Homo sapiens (Human)	753
P08473	NEP_HUMAN	reviewed	Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Common acute lymphocytic leukemia antigen) (CALLA) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10)	MME EPN	Homo sapiens (Human)	750
Q9HB40	RISC_HUMAN	reviewed	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302	Homo sapiens (Human)	452
Q2L4Q9	PRS53_HUMAN	reviewed	Serine protease 53 (EC 3.4.21.-) (Polyserine protease 3) (Polyserase-3)	PRSS53	Homo sapiens (Human)	553
Q16651	PRSS8_HUMAN	reviewed	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	PRSS8	Homo sapiens (Human)	343
P25789	PSA4_HUMAN	reviewed	Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261
Q7RTY3	PRS45_HUMAN	reviewed	Serine protease 45 (EC 3.4.21.-) (Testis serine protease 5)	PRSS45 TESSP5	Homo sapiens (Human)	260
E5RG02	PRS46_HUMAN	reviewed	Putative serine protease 46 (EC 3.4.21.-) (Serine protease 46 pseudogene)	PRSS46P PRSS46	Homo sapiens (Human)	174
P25786	PSA1_HUMAN	reviewed	Proteasome subunit alpha type-1 (EC 3.4.25.1) (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1 HC2 NU PROS30 PSC2	Homo sapiens (Human)	263
Q9BQR3	PRS27_HUMAN	reviewed	Serine protease 27 (EC 3.4.21.-) (Marapsin) (Pancreasin)	PRSS27 MPN UNQ1884/PRO4327	Homo sapiens (Human)	290
Q8NF86	PRS33_HUMAN	reviewed	Serine protease 33 (EC 3.4.21.-) (Serine protease EOS)	PRSS33	Homo sapiens (Human)	280
O95084	PRS23_HUMAN	reviewed	Serine protease 23 (EC 3.4.21.-) (Putative secreted protein Zsig13)	PRSS23 ZSIG13 UNQ270/PRO307	Homo sapiens (Human)	383
P28062	PSB8_HUMAN	reviewed	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)	PSMB8 LMP7 PSMB5i RING10 Y2	Homo sapiens (Human)	276
Q9HAU8	RNPL1_HUMAN	reviewed	Aminopeptidase RNPEPL1 (EC 3.4.11.-) (Arginyl aminopeptidase-like 1) (Methionyl aminopeptidase) (EC 3.4.11.18)	RNPEPL1	Homo sapiens (Human)	725
Q96TA2	YMEL1_HUMAN	reviewed	ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (ATP-dependent metalloprotease FtsH1) (Meg-4) (Presenilin-associated metalloprotease) (PAMP) (YME1-like protein 1)	YME1L1 FTSH1 YME1L UNQ1868/PRO4304	Homo sapiens (Human)	773
Q96AP4	ZUP1_HUMAN	reviewed	Zinc finger-containing ubiquitin peptidase 1 (EC 3.4.19.12) (Lys-63-specific deubiquitinase ZUFSP) (DUB) (Zinc finger with UFM1-specific peptidase domain protein)	ZUP1 C6orf113 ZUFSP	Homo sapiens (Human)	578
Q9UGI0	ZRAN1_HUMAN	reviewed	Ubiquitin thioesterase ZRANB1 (EC 3.4.19.12) (TRAF-binding domain-containing protein) (hTrabid) (Zinc finger Ran-binding domain-containing protein 1)	ZRANB1 TRABID	Homo sapiens (Human)	708
A6NFU8	PGPIL_HUMAN	reviewed	Pyroglutamyl-peptidase 1-like protein (EC 3.4.19.-)	PGPEP1L	Homo sapiens (Human)	196
P78562	PHEX_HUMAN	reviewed	Phosphate-regulating neutral endopeptidase (EC 3.4.24.-) (Metalloendopeptidase homolog PEX) (Vitamin D-resistant hypophosphatemic rickets protein) (X-linked hypophosphatemia protein) (HYP)	PHEX PEX	Homo sapiens (Human)	749
Q9NXJ5	PGPI_HUMAN	reviewed	Pyroglutamyl-peptidase 1 (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl aminopeptidase I) (PAP-I) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrrolidone-carboxylate peptidase)	PGPEP1 PGPI	Homo sapiens (Human)	209
O43847	NRDC_HUMAN	reviewed	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	NRDC NRD1	Homo sapiens (Human)	1150
Q9BYT8	NEUL_HUMAN	reviewed	Neurolysin, mitochondrial (EC 3.4.24.16) (Angiotensin-binding protein) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)	NLN AGTBP KIAA1226	Homo sapiens (Human)	704
P09958	FURIN_HUMAN	reviewed	Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE)	FURIN FUR PACE PCSK3	Homo sapiens (Human)	794
Q8WTU0	DDI1_HUMAN	reviewed	Protein DDI1 homolog 1 (EC 3.4.23.-)	DDI1	Homo sapiens (Human)	396
Q6ICB0	DESI1_HUMAN	reviewed	Desumoylating isopeptidase 1 (DeSI-1) (EC 3.4.-.-) (PPPDE peptidase domain-containing protein 2) (Protein FAM152B)	DESI1 FAM152B PPPDE2	Homo sapiens (Human)	168
Q9H3G5	CPVL_HUMAN	reviewed	Probable serine carboxypeptidase CPVL (EC 3.4.16.-) (Carboxypeptidase, vitellogenic-like) (Vitellogenic carboxypeptidase-like protein) (VCP-like protein) (hVLP)	CPVL VLP PSEC0124 UNQ197/PRO223	Homo sapiens (Human)	476
Q6GPI1	CTRB2_HUMAN	reviewed	Chymotrypsinogen B2 (EC 3.4.21.1) [Cleaved into: Chymotrypsin B2 chain A; Chymotrypsin B2 chain B; Chymotrypsin B2 chain C]	CTRB2	Homo sapiens (Human)	263
Q9Y5Q5	CORIN_HUMAN	reviewed	Atrial natriuretic peptide-converting enzyme (EC 3.4.21.-) (Corin) (Heart-specific serine proteinase ATC2) (Pro-ANP-converting enzyme) (Transmembrane protease serine 10) [Cleaved into: Atrial natriuretic peptide-converting enzyme, N-terminal propeptide; Atrial natriuretic peptide-converting enzyme, activated protease fragment; Atrial natriuretic peptide-converting enzyme, 180 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 160 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 100 kDa soluble fragment]	CORIN CRN TMPRSS10	Homo sapiens (Human)	1042
Q14CN2	CLCA4_HUMAN	reviewed	Calcium-activated chloride channel regulator 4 (EC 3.4.-.-) (Calcium-activated chloride channel family member 4) (hCLCA4) (Calcium-activated chloride channel protein 2) (CaCC-2) (hCaCC-2) (Chloride channel accessory 4) [Cleaved into: Calcium-activated chloride channel regulator 4, 110 kDa form; Calcium-activated chloride channel regulator 4, 30 kDa form]	CLCA4 CaCC2 UNQ562/PRO1124	Homo sapiens (Human)	919
P12955	PEPD_HUMAN	reviewed	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)	PEPD PRD	Homo sapiens (Human)	493
P0DJD8	PEPA3_HUMAN	reviewed	Pepsin A-3 (EC 3.4.23.1) (Pepsinogen-3)	PGA3	Homo sapiens (Human)	388
P0DJD9	PEPA5_HUMAN	reviewed	Pepsin A-5 (EC 3.4.23.1) (Pepsinogen-5)	PGA5	Homo sapiens (Human)	388
P20142	PEPC_HUMAN	reviewed	Gastricsin (EC 3.4.23.3) (Pepsinogen C)	PGC	Homo sapiens (Human)	388
P29122	PCSK6_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 6 (EC 3.4.21.-) (Paired basic amino acid cleaving enzyme 4) (Subtilisin-like proprotein convertase 4) (SPC4) (Subtilisin/kexin-like protease PACE4)	PCSK6 PACE4	Homo sapiens (Human)	969
